"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kamberović M.; Krilašević S.; Krivić S.","Kamberović, Mubina (58416496200); Krilašević, Suad (57204424292); Krivić, Senka (49561566500)","58416496200; 57204424292; 49561566500","Digital and AI Tools in Education: Insights from Educators and Learners","2027","Lecture Notes in Networks and Systems","2042 LNNS","","","462","468","0","10.1007/978-3-032-30110-9_47","https://www.scopus.com/pages/publications/105045450334?origin=resultslist","Digitalization and the rapid development of artificial intelligence (AI)-based tools are increasingly influencing modern education and highlighting the need for its adaptation. Learners and educators in Bosnia and Herzegovina (B&H) are already using these tools, but due to insufficient digitalization of education and the lack of clear guidelines for pedagogically informed use of AI technologies, their application is often inadequate. To better understand the perceptions and needs of educators and learners, we conducted group discussions as part of a workshop with participants from B&H, Montenegro, Albania, and Kosovo. Participants highlighted the risks of maintaining existing practices, including reduced development of learners’ cognitive skills, irresponsible use of digital tools, and lowered social interaction, empathy, and practical skills. Educators also emphasized challenges in integrating technology, including the digital skills gap, insufficient support and training, and financial constraints. In this paper, we present the results of our discussion in detail and examine the potential consequences of maintaining current practices for education and broader societal development in B&H. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","artificial intelligence in education; digitalization in education; teacher and learner perceptions","Artificial intelligence; Digital devices; E-learning; Education computing; Engineering education; Learning systems; Teaching; Albania; Artificial intelligence in education; Artificial intelligence technologies; Artificial intelligence tools; Bosnia and herzegovina; Digitalization in education; Group discussions; Learner perceptions; Modern educations; Teachers' perceptions; Personnel training","Conference paper","Final","","Scopus","2-s2.0-105045450334"
"Kalem A.; Branković N.; Čabrić N.; Medić A.","Kalem, Aida (57217159519); Branković, Nedžad (57224529182); Čabrić, Nermin (57725244200); Medić, Adisa (57224519708)","57217159519; 57224529182; 57725244200; 57224519708","A Review of Areas of Artificial Intelligence Application in Railway Systems","2027","Lecture Notes in Networks and Systems","2043 LNNS","","","291","301","0","10.1007/978-3-032-30107-9_27","https://www.scopus.com/pages/publications/105043179554?origin=resultslist","Artificial Intelligence (AI) is increasingly transforming the railway sector, offering significant potential to enhance efficiency, safety, and operational management. This paper provides an overview of AI application areas in railway systems, focusing on key segments such as train movement control, traffic management, infrastructure and rolling stock maintenance, and safety. Traditionally, railway operations have been based on rigid timetables and manual decision-making processes, which often reduce operational flexibility and overall efficiency. AI enables real-time decision-making, predictive maintenance, and optimized traffic planning, surpassing conventional methods. By examining current applications and future prospects, this paper highlights AI as an advanced technical solution capable of improving operational planning, safety, and overall performance in modern railway traffic. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","artificial intelligence; railways; traffic; traffic management; train control","Behavioral research; Decision making; Efficiency; Predictive maintenance; Railroad traffic control; Railroad transportation; Railroads; Safety engineering; Telecommunication traffic; Application area; Efficiency managements; Key-segment; Operational management; Railway; Railway system; Safety management; Traffic; Traffic management; Trains control; Artificial intelligence","Conference paper","Final","","Scopus","2-s2.0-105043179554"
"Ma J.; Wang C.; Zhang Y.; Wang Q.; Yang W.; Zhao Z.","Ma, Jianglin (60743733300); Wang, Chunxiao (56319487100); Zhang, Yang (60744680400); Wang, Qinghan (60744680300); Yang, Wenhui (60743733400); Zhao, Zhigang (55726151300)","60743733300; 56319487100; 60744680400; 60744680300; 60743733400; 55726151300","Not All Descriptions Help: Efficient Tool Selection via Concise Representations and Dynamic Experience","2027","Lecture Notes in Computer Science","16649 LNCS","","","121","132","0","10.1007/978-981-92-3403-5_9","https://www.scopus.com/pages/publications/105046473666?origin=resultslist","Recent LLM-based agents can leverage external tools to handle complex tasks, mostly relying on natural language tool documentation for comprehension and selection. Nevertheless, practical tool descriptions are usually verbose, inconsistent and noisy, obscuring core functions and impairing decision efficiency as well as execution accuracy. Current mainstream paradigms hold that detailed tool descriptions yield better performance, while this unvalidated assumption may backfire. Most existing methods also regard tools as static modules, ignoring real-world dynamic traits such as fluctuating success rates, latency and usage costs. Driven by these issues, we present ToolDoc, a structured framework for efficient tool representation and selection. It comprises a concise static layer for semantic abstraction with reduced redundancy, and a dynamic experience layer modeling historical signals including success rate, cost, latency and error patterns. This design supports reliability-aware decision-making beyond simple semantic matching. Evaluations on API-Bank, ToolBench and FuncQA validate that ToolDoc steadily boosts tool selection accuracy, execution success rate and retrieval performance, with prominent improvements in noisy and large-scale scenarios. Ablation experiments verify the complementary merits of concise representation and dynamic experience modeling. Different from previous representation-enriching methods, our work minimizes redundancy while preserving core semantics. The results reveal that excessive description details do not optimize tool utilization, and verify the superiority of concise, dynamic-aware representations for tool-augmented LLM agents. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Dynamic Experience Modeling; LLMs; Tool Selection; ToolDoc","Computer aided software engineering; Decision making; Human computer interaction; Natural language processing systems; Semantics; Complex task; Concise representations; Core functions; Dynamic experience modeling; External tools; Language tools; LLM; Natural languages; Tool selection; Tooldoc; Redundancy","Conference paper","Final","","Scopus","2-s2.0-105046473666"
"Maheshwary P.; Karumbaiah S.; Maravi A.; Haiman A.","Maheshwary, Pragati (59659755400); Karumbaiah, Shamya (57194788279); Maravi, Anurag (57224192957); Haiman, Aditi (60027951900)","59659755400; 57194788279; 57224192957; 60027951900","CLUE-AI: A Collaborative Game-Based Learning Approach to Promote Critical Literacy for Uncovering Errors in AI","2027","Lecture Notes in Computer Science","16586 LNAI","","","459","468","0","10.1007/978-3-032-29773-0_38","https://www.scopus.com/pages/publications/105044000758?origin=resultslist","As generative AI tools become embedded in educational practice, students must develop the skills to critically evaluate AI outputs. However, little empirical work has examined whether they can recognize and avoid incorporating problematic AI responses into their own work. We report results from a pilot study (N=30) investigating a collaborative digital game designed to develop critical AI literacy by teaching students to distinguish facts from AI misrepresentations and hallucinations. After gameplay, participants’ distinguishing ability improved significantly across repeated gameplay cycles (55.9% to 70.6%), and participants’ conceptual definitions of both hallucination and misrepresentation improved significantly from pre to post. Low-performing students benefited most from collaboration, showing significant learning gains following paired discussions. These findings suggest that situated, collaborative game-based interventions can shift students from passive consumers of AI output toward critical evaluators. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","AI Hallucination; AI Misrepresentation; Collaborative Learning; Critical AI Literacy; Digital Game-Based Learning","Artificial intelligence; Collaborative learning; Computer games; E-learning; Interactive computer graphics; AI hallucination; AI misrepresentation; Collaborative games; Collaborative learning; Critical AI literacy; Digital game-based learning; Game-based Learning; Gameplay; Learning approach; Pilot studies; Students","Conference paper","Final","","Scopus","2-s2.0-105044000758"
"Pait S.; Janicki S.; Hou Y.; Nitsche M.; Howell N.","Pait, Supratim (58993067000); Janicki, Sylvia (57221779936); Hou, Yuhan (60614811400); Nitsche, Michael (16231234300); Howell, Noura (57190256139)","58993067000; 57221779936; 60614811400; 16231234300; 57190256139","Community Futures: Hybrid and Situated Critical AI Literacy","2027","Lecture Notes in Computer Science","16586 LNAI","","","255","269","0","10.1007/978-3-032-29773-0_18","https://www.scopus.com/pages/publications/105043967803?origin=resultslist","“Community Futures” presents a hybrid digital-physical workshop framework for Critical AI Literacy (CAIL) through making, performance, and design futuring. It focuses on site-specific, embodied positioning to counter over-generalizing AI output and supports a critique of AI through shared expressive activity. This approach is outlined in detail and was tested (n = 37, children aged 9–12) in a workshop combining GenAI co-creation and material puppetry in a design futuring activity. Through a mixed-methods analysis, we report how the children’s lived experiences served as a “ground truth,” and the performative expression enabled them to imagine local futures where generic algorithmic narratives failed to reflect local civic and environmental complexities. This paper contributes to critical AI education by proposing a novel adaptable hybrid framework of making, performance, and design futuring that is situated in children’s local environment. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Child-Computer Interaction; Critical AI Literacy; Design Futuring; Tangible AI Education","Child-computer interactions; Co-creation; Critical AI literacy; Design futuring; It focus; Method analysis; Mixed method; Performance; Site-specific; Tangible AI education; Artificial intelligence","Conference paper","Final","","Scopus","2-s2.0-105043967803"
"Lei X.; Pang C.C.; Hong Z.; Jiang Y.; Tong X.; Hui P.","Lei, Xiaokang (60077285200); Pang, Ching Christie (58198966000); Hong, Zesheng (60433581800); Jiang, Yuyang (58806162400); Tong, Xin (57198557949); Hui, Pan (14029922900)","60077285200; 58198966000; 60433581800; 58806162400; 57198557949; 14029922900","Operationalizing Adaptive Scaffolding: A State-Driven Design Framework for Hybrid Learning with Digital Teachers","2027","Lecture Notes in Computer Science","16585 LNAI","","","269","278","0","10.1007/978-3-032-29770-9_30","https://www.scopus.com/pages/publications/105043967926?origin=resultslist","The emergence of virtual humans powered by Artificial Intelligence (AI) and Large Language Models (LLMs) is reshaping educational practice. While prior work has focused on theoretical framework, implementation and systematic multi-stakeholder evaluation remains limited. This paper introduces TeAIcher, an actionable framework supported by eight design guidelines (G1–G8) for creating and deploying digital teachers in online learning environments. We first conduct an exploratory design-space analysis to connect theoretical foundations with practical pedagogical guidelines. We then instantiate the framework in two scenarios: (1) adaptive Socratic scaffolding for conceptual mastery and (2) step-by-step procedural guidance for technical tasks. We evaluate TeAIcher through a two-phase iterative study. Phase 1 comprises individual workshops with ten professional designers to assess the framework’s utility in design processes and to surface new pedagogical opportunities. Phase 2 is a user study with twelve learners examining pedagogical effectiveness and usability. Results indicate that TeAIcher delivers actionable, context-aware guidance that balances proactive support with learner agency. This work contributes to the pedagogical community by integrating designer and learner perspectives into a structured roadmap for building inclusive, effective, and robust AI-powered teachers. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Digital Teachers; Human-Computer Interaction; Hybrid Learning; Large-Scale Deployment; Personalized Education","Artificial intelligence; Computer aided instruction; Design; E-learning; Federated learning; Iterative methods; Learning systems; Teaching; Virtual reality; Computer interaction; Design frameworks; Digital teacher; Human-powered; Hybrid learning; Language model; Large-scale deployment; Personalized education; Teachers'; Virtual humans; Human computer interaction","Conference paper","Final","","Scopus","2-s2.0-105043967926"
"Zhang Y.; Zheng X.; Guo T.; Zhang D.; Wu G.; Yin Y.","Zhang, Yan (57839542000); Zheng, Xi (60617501500); Guo, Tao (60583224700); Zhang, Dong (55452233600); Wu, Guoqiang (57196020466); Yin, Yilong (8981026100)","57839542000; 60617501500; 60583224700; 55452233600; 57196020466; 8981026100","Principled efficient triple-weighting for AUC-oriented imbalanced covariate shift","2027","Expert Systems with Applications","333","","133825","","","0","10.1016/j.eswa.2026.133825","https://www.scopus.com/pages/publications/105046589655?origin=resultslist","Unlike traditional machine learning tasks under the independent and identically distributed (i.i.d.) assumption, Covariate Shift (CS) tackles the learning problem where training and test (instance) marginal distributions differ while conditional distributions are the same. Further, datasets (or distributions) are often class-imbalanced in practice, where AUC is a widely adopted imbalance-aware evaluation metric. However, few works have investigated the problem of AUC-targeted imbalanced CS learning. In this work, we first provide a theoretical analysis of the ultimate learning goal, revealing key influencing factors. Inspired by the theoretical insights, we propose a new efficient triple-weighting method with univariate surrogate losses. Specifically, the proposed objective jointly incorporates three complementary weighting factors: the instance-level density ratio for correcting covariate shift, the class-wise average density ratios for aligning positive and negative sample contributions under the test distribution, and the imbalance-aware degree for alleviating class-prior bias. This design enables the model to optimize an AUC-oriented objective under the target distribution while avoiding the high computational cost of pairwise AUC losses. The proposed framework can be naturally instantiated with density-ratio-based covariate shift methods, such as static importance weighting and dynamic importance weighting. Theoretically, we provide favorable consistency and generalization guarantees. Finally, experimental results illustrate its effectiveness and robustness compared with related baselines. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","AUC; Class imbalance; Covariate shift; Generalization analysis","Artificial intelligence; Computation theory; AUC; Class imbalance; Covariate shifts; Density ratio; Generalisation; Generalization analyze; Importance weighting; Learning problem; Learning tasks; Machine-learning; Learning systems","Review","Final","","Scopus","2-s2.0-105046589655"
"Li X.; Sun L.; Lu Y.; Ngiam K.Y.","Li, Xiaoqing (57216830198); Sun, Li (60767111200); Lu, Yu (56136512700); Ngiam, Kee Yuan (55388553800)","57216830198; 60767111200; 56136512700; 55388553800","Knowledge Graph-Enhanced Medical Large Language Models: Challenges, Methods, and Future Directions","2027","Lecture Notes in Computer Science","16656 LNCS","","","442","454","0","10.1007/978-981-92-3441-7_37","https://www.scopus.com/pages/publications/105046240851?origin=resultslist","The rapid emergence of large language models (LLMs) has significantly advanced biomedical text understanding and clinical information analysis. However, medicine is a highly knowledge-intensive domain in which knowledge is inherently relational, involving complex associations and hierarchical structures among diseases, symptoms, drugs, genes, and biological processes. Such knowledge is typically organized in large-scale biomedical knowledge graphs (KGs). Consequently, integrating structured biomedical knowledge with generative language models has become an important direction for developing reliable and interpretable medical AI systems. In this survey, we present a comprehensive review of knowledge graph–enhanced large language models for medical intelligence. We organize the existing literature through a pipeline-oriented framework consisting of three key components: knowledge graph construction, knowledge retrieval, and KG-LLM integration. Beyond providing a taxonomy of existing approaches, we further analyze the distinctive challenges of incorporating knowledge graphs into LLMs in the medical domain compared with general-domain settings, and summarize the corresponding strategies and techniques for improving factual grounding and credibility in medical LLM systems. Our survey aims to provide a systematic understanding of the current research landscape, offer actionable insights, and guide the future development of trustworthy knowledge-enhanced medical AI systems. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Knowledge Graphs; Medical Artificial Intelligence; Optimization","Biomedical engineering; Domain Knowledge; Graph theory; Hierarchical systems; Knowledge graph; Medical education; Medical informatics; Medical information systems; Medicine; AI systems; Association structures; Biomedical text; Clinical information; Disease symptoms; Hierarchical structures; Knowledge graphs; Language model; Medical artificial intelligence; Optimisations; Optimization","Conference paper","Final","","Scopus","2-s2.0-105046240851"
"Jiang Y.; Song Y.; Roll I.; Hao J.; Ruan C.; Liu L.","Jiang, Yang (56734791000); Song, Yi (60727086500); Roll, Ido (8987398200); Hao, Jiangang (7202839562); Ruan, Chunyi (57007786000); Liu, Lei (57203391037)","56734791000; 60727086500; 8987398200; 7202839562; 57007786000; 57203391037","Toward Fair and Scalable Assessment of Socially Shared Regulation of Learning with Large Language Models","2027","Lecture Notes in Computer Science","16586 LNAI","","","194","209","0","10.1007/978-3-032-29773-0_14","https://www.scopus.com/pages/publications/105043986318?origin=resultslist","Effective collaborative learning depends on learners’ ability to collectively regulate their learning processes through socially shared regulation of learning (SSRL). Despite its central role in collaboration quality and learning outcomes, SSRL remains challenging to assess due to its multidimensional, dynamic, and interactional nature. Recent advances in large language models (LLMs) offer promising opportunities to automate discourse-based assessment, yet questions remain regarding their validity, robustness, and fairness across student populations. This study investigates the feasibility of using LLMs, specifically GPT-4o and GPT-5, to automatically code SSRL behaviors in collaborative discourse from a scenario-based science task, comprising 5830 student chat turns. Using a theory-driven coding framework, we compare LLM-based coding across prompt designs and model types, evaluate the consistency of LLM performance across underserved and non-underserved school contexts, and examine how SSRL behaviors differ between these student populations. Results show that LLM-based coding achieves strong agreement with human annotation, approaching human–human reliability, with context-enriched prompting yielding improved performance than general prompting. Importantly, LLM performance is stable across school contexts. Analyses further reveal meaningful differences in SSRL behaviors, with teams from an underserved school context demonstrating more cognitive information sharing behaviors, while teams from a non-underserved context engage more frequently in metacognitive planning and affective regulation. These findings highlight the potential of LLMs for scalable and equitable assessment of collaborative regulation and inform the design of responsible, adaptive AI systems that support collaborative learning for diverse learners. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Assessment; ChatGPT; Collaboration; Context; Fairness; Generative AI; LLM-Based Coding; Regulation; Socially Shared Regulation of Learning","Artificial intelligence; Collaborative learning; Learning systems; Assessment; ChatGPT; Collaboration; Context; Fairness; Generative AI; Language model; Large language model-based coding; Model based coding; Regulation; Socially shared regulation of learning; Students","Conference paper","Final","","Scopus","2-s2.0-105043986318"
"Zou H.; Qu J.; Cai P.; Fu X.","Zou, Hui (59257673300); Qu, JingJing (57894976600); Cai, Pinlong (56973482600); Fu, Xiaoming (8856627300)","59257673300; 57894976600; 56973482600; 8856627300","Young AI Scientists in the New AI Age: Increasingly Early and Growing Dominance of Career Novelty in their Research Trajectories","2027","Communications in Computer and Information Science","2909 CCIS","","","95","110","0","10.1007/978-981-95-9877-9_8","https://www.scopus.com/pages/publications/105043063448?origin=resultslist","Artificial intelligence (AI) has become a core capability for achieving breakthrough innovation. However, it remains unclear how the degree of cross-domain exploration embedded in a scientist’s research output—termed Career Novelty—shapes long-term scientific success. To address this question, we employ a hypergraph computational framework integrating multidimensional indicators with predictive modeling to systematically examine how scholars’ interdisciplinary characteristics evolve across career stages and the evolutionary phases of AI, and how these dynamics relate to academic achievement. Using a RuleFit model, we identify interpretable rules that reveal structural shifts in the determinants of scientific success as technological paradigms evolve. Our results show that as AI has developed, the key rules for success have shifted from multifactor combinations located in the late career stage toward a concentrated focus on Career Novelty in the early career stage, marking a transition from multidimensional concurrency to early-stage concentration. Young scholars entering the field must enhance their cross-domain exploration early in their careers to thrive within an increasingly competitive and accelerated research environment. These findings uncover a clear temporal front-loading in the mechanisms driving scientific innovation and offer new insights into talent cultivation and professional development in AI research. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Artificial Intelligence; Career Novelty; Interdisciplinarity; Research Trajectories; RuleFit; Scientific Innovation","Biographies; Employment; Engineering research; Professional aspects; Breakthrough innovations; Career novelty; Career stages; Core capabilities; Cross-domain; Domain exploration; Interdisciplinarity; Research trajectories; Rulefit; Scientific innovation; Artificial intelligence","Conference paper","Final","","Scopus","2-s2.0-105043063448"
"Mhungu B.A.","Mhungu, Blessed Aspinas (60726957100)","60726957100","Supporting Socially Shared Regulation Through Human-AI Collaboration in Pre-service Teacher Education","2027","Lecture Notes in Computer Science","16585 LNAI","","","242","250","0","10.1007/978-3-032-29770-9_27","https://www.scopus.com/pages/publications/105043986795?origin=resultslist","Collaborative project-based learning (PBL) plays an important role in pre-service teacher education, yet it imposes substantial regulatory demands on novice teachers, who must coordinate tasks, negotiate roles, and align assessment criteria during group work. When curriculum artefacts such as lesson plans, project briefs, and assessment rubrics fail to make regulatory processes explicit, collaborative activity suffers from breakdowns in coordination, participation, and alignment. This exploratory study, grounded in socially shared regulation of learning (SSRL) and distributed cognition, reports the initial analytic phase of a design-based research study examining how regulatory processes are represented in preservice teachers’ lesson plans. A qualitative document analysis of eight lesson plans identified three recurring gaps: underspecified task representations, the absence of monitoring checkpoints, and implicit role coordination. These findings suggest that collaborative breakdowns could be rooted in artefact design (lesson plans) rather than in learner interaction. The study refines a conjecture map linking these gaps to AI-mediated curriculum design. Generative AI serves as a design resource that externalizes regulatory structures through provisional artefacts. When AI-mediated artefacts are treated as provisional drafts open to collaborative critique, they can support clearer shared task representations, more consistent joint planning, and productive negotiation of roles. Secondary findings point to tensions around agency, authorship, and trust, which signal the importance of maintaining human control and transparency when integrating generative AI into pre-service teacher education. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","Collaborative Learning; Generative AI; Pre-Service Teachers; Problem-Based Learning; Socially Shared Regulation (SSR)","Artificial intelligence; Collaborative learning; Learning systems; Teaching; Collaborative learning; Collaborative programs; Generative AI; Lesson plans; Pre-service teacher education; Preservice teachers; Problem based learning; Regulatory process; Socially shared regulation; Task representation; Curricula","Conference paper","Final","","Scopus","2-s2.0-105043986795"
"Zhang S.; Xie Y.; Sun L.; Wu H.; Zhang L.","Zhang, Shiqi (60774950000); Xie, Yunlong (57223304088); Sun, Lin (58897224100); Wu, Haibo (7405585127); Zhang, Lili (60774832600)","60774950000; 57223304088; 58897224100; 7405585127; 60774832600","Edge-Assisted KV-Cache Collaborative Loading for Split LLM Inference","2027","Lecture Notes in Computer Science","16648 LNCS","","","190","201","0","10.1007/978-981-92-3400-4_16","https://www.scopus.com/pages/publications/105046519765?origin=resultslist","Large language models (LLMs) have emerged as a new force and are now widely used in text generation, question answering, and code-related tasks. In long-context LLM inference, the KV cache generated during the prefill stage becomes very large and causes noticeable loading overhead. We have found a lack of research on the optimization of KV cache loading in the split LLM inference, so we design an edge-assisted KV-cache loading mechanism. This mechanism allows part of the KV-cache to be loaded by edge nodes and reduces cloud-side storage I/O overhead. During the inference, the loading tasks are distributed between edge and cloud nodes, and a lightweight scheduling strategy is used to balance workload. Experimental evidence shows that the collaborative loading mechanism reduces KV-cache loading latency under different cache sizes. Compared with the traditional cloud-only loading, this method achieves up to 44% improvement in overall inference performance. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Distributed Inference; Edge–Cloud Collaboration; KV Cache; Large Language Models; Split Inference","Artificial intelligence; Cache memory; Distributed computer systems; Loading; Distributed inference; Edge clouds; Edge–cloud collaboration; KV cache; Language model; Large language model; Model inference; Question Answering; Split inference; Text generations; Loads (forces)","Conference paper","Final","","Scopus","2-s2.0-105046519765"
"Veloso V.G.; Tsantalis N.; Chen T.-H.P.","Veloso, Victor Guerra (57567502400); Tsantalis, Nikolaos (8839792600); Chen, Tse-Hsun Peter (60554962900)","57567502400; 8839792600; 60554962900","A mixed-method in-depth study of test-specific refactorings","2027","Empirical Software Engineering","32","1","17","","","0","10.1007/s10664-026-10909-0","https://www.scopus.com/pages/publications/105046493004?origin=resultslist","Unlike traditional refactorings, research on test-specific refactoring is limited. This paper presents a comprehensive catalogue of 57 test-specific refactoring types, out of which only 33 were previously documented in the literature. We have identified and classified those refactorings using a mixed-method approach grounded on three sources of data: a) Existing datasets of test-modifying commits, b) Monitoring of latest contributions to popular GitHub repositories, and c) Stack Overflow discussions. Our findings reveal that tools have limited support for test-specific refactorings. And, unlike the existing literature that mainly associates refactoring activity in tests with test smell resolution, test refactoring is driven by various motivations, such as improving test understandability, accommodating changes in production code, and test framework migration. Finally, we provide actionable implications for researchers and tool builders. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2026.","Mixed-method research; Mocking; Refactoring; Software evolution; Software migration; Software testing; Test smells","C (programming language); Statistical tests; Classifieds; In-depth study; Mixed method; Mixed-methods research; Mocking; Refactorings; Software Evolution; Software migration; Software testings; Test smell; Software testing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105046493004"
"Park C.; Kim C.","Park, Chanwoo (60012510900); Kim, Chanwoo (56141474800)","60012510900; 56141474800","LMMSE: A clinically inspired framework for cognitive evaluation of large language models","2027","Information Sciences","758","","123956","","","0","10.1016/j.ins.2026.123956","https://www.scopus.com/pages/publications/105046613348?origin=resultslist","AI is moving fast, but we still lack a broadly accepted, systematic way to evaluate the “cognitive” abilities of large language models (LLMs). We introduce the Language Model Mini-Mental State Examination (LMMSE), an early attempt to adapt the logic of clinical cognitive screening—originally built for assessing dementia and cognitive impairment—to the way LLMs actually behave. LMMSE profiles language, thinking, spatial perception, and reported humor appreciation rather than reducing them to a single score; the humor component measures reported appreciation only and does not by itself license claims about social cognition or Theory of Mind. We run standardized experiments across several state-of-the-art models (including GPT-5.2 and Gemini 3), fitting mixed-effects models to the individual ratings so that reliable differences are separated from run-to-run noise. These “cognitive” skills prove unevenly distributed: models excel in some areas while consistently struggling in others, most notably spatial perception. We propose LMMSE as a developer-facing diagnostic framework for profiling the cognitive-like strengths and weaknesses of LLMs, identifying limitations early and guiding future model improvements. To our knowledge, this is the first study to adapt clinical cognitive-impairment screening—anchored by the MMSE, a dementia-screening instrument—to LLMs, in contrast to prior work based on general-intelligence or knowledge benchmarks. The data and source code are publicly available at GitHub https://github.com/somno123/LMMSE. © 2026","Artificial general intelligence; Cognitive evaluation; Large language models; LLM-as-a-judge; Mini-mental state examination; Spatial perception","Artificial intelligence; Cognitive systems; Diagnosis; Information systems; Information use; Screening; Artificial general intelligences; Cognitive ability; Cognitive evaluation; Cognitive impairment; Language model; Large language model; Large language model-as-a-judge; Mini-Mental State Examination; Spatial perception; Neurodegenerative diseases","Article","Final","","Scopus","2-s2.0-105046613348"
"Wang T.; Chen W.; Xue F.; Li J.; Liu H.; Ba X.; Xiao Y.; Sha Y.","Wang, Tongguan (58476219400); Chen, Wei (60136407000); Xue, Feiyue (60114861300); Li, Junkai (58666558500); Liu, Hui (60135708900); Ba, Xiqiao (60767659400); Xiao, Yang (59672237600); Sha, Ying (8688564600)","58476219400; 60136407000; 60114861300; 58666558500; 60135708900; 60767659400; 59672237600; 8688564600","DFM-NC: Disentangling fine-grained multiplex non-literal cues for multimodal sentiment analysis","2027","Expert Systems with Applications","333","","133778","","","0","10.1016/j.eswa.2026.133778","https://www.scopus.com/pages/publications/105046228534?origin=resultslist","Multimodal Sentiment Analysis aims to automatically infer the affective states conveyed by target individuals using heterogeneous data from multiple modalities, such as text, image, and speech. While existing works have achieved certain performance through advances in modal fusion and feature modeling, they still face two critical challenges: (1) Overlooking implicit non-literal cues. These cues are crucial for accurately capturing emotions, as emotional expression often relies on implicit signals that convey feelings beyond literal meaning. (2) Multimodal sentiment expressions often exhibit uncertainty and ambiguity. Most methods employ static or deterministic fusion strategies, which fail to handle such ambiguity adaptively. To address these challenges, we propose a Disentangling Fine-grained Multiplex Non-literal Cues Network (DFM-NC). First, we propose a Triple Non-literal Cue Module that interprets non-literal affective signals by extracting implicit indicators through language guidance, saliency attention, and probabilistic uncertainty modeling. Second, we propose an Uncertainty-Aware Non-literal Cue Fusion Module to mitigate the risk of overconfident misinterpretations. This architecture enables the system to simultaneously extract implicit affective features and dynamically estimate modality-specific latent uncertainty. Finally, we propose a multiplex feature fusion module to capture and synchronize diverse signals across all three modalities, ultimately yielding highly resilient sentiment representations. Extensive experiments on CMU-MOSI and CMU-MOSEI show that DFM-NC achieves competitive or improved performance across multiple evaluation metrics compared with recent strong baselines. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Multimodal feature fusion; Multimodal sentiment analysis; Non-literal cues","Artificial intelligence; Computer architecture; Data mining; Interactive computer systems; Signal processing; Uncertainty analysis; Fine grained; Fusion modules; Multi-modal; Multimodal feature fusions; Multimodal sentiment analyze; Non-literal; Non-literal cue; Performance; Sentiment analysis; Uncertainty; Sentiment analysis","Article","Final","","Scopus","2-s2.0-105046228534"
"Rho J.; Karumbaiah S.","Rho, Jihyun (57201718193); Karumbaiah, Shamya (57194788279)","57201718193; 57194788279","How Students Interpret Representational Cues in AI-Generated Educational Illustrations","2027","Lecture Notes in Computer Science","16586 LNAI","","","74","88","0","10.1007/978-3-032-29773-0_6","https://www.scopus.com/pages/publications/105043976827?origin=resultslist","As generative AI systems are increasingly used to produce visual materials for educational contexts, students are more frequently encountering AI-generated illustrations that carry social and cultural meaning. While prior work has documented biases in AI-generated illustrations, less is known about how students interpret and reason about these representations when they appear in educational materials. This study examines how students make sense of social and racial cues embedded in AI-generated illustrations and how these interpretations relate to representational patterns in the images themselves. Using AI-generated illustrations derived from a children’s book excerpt, we conducted focus group interviews with 21 Latine undergraduate students to explore how students interpreted identity and social hierarchy in the images. Drawing on a perception-based analytic lens, we show that students actively identified visual contrasts, negotiated stereotypes against lived experiences, and reasoned about implicit social hierarchies rather than passively accepting the images as neutral. To contextualize these interpretations, we conducted a computational analysis of the AI-generated illustrations to characterize salient representational cues that students repeatedly referenced. This analysis revealed patterned visual differences in skin tone across characters occupying different narrative roles, which aligned with students’ interpretations of privilege and marginalization. Together, these findings highlight students’ interpretive agency when critically engaging with AI-generated illustrations and demonstrate how algorithmic representations can become objects of critical sense-making. We discuss implications for the design of educational experiences that support students in critically engaging with AI-generated educational materials. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2027.","AI-generated educational material; Critical AI literacy; Learner interpretation","Artificial intelligence; Learning systems; AI systems; AI-generated educational material; Critical AI literacy; Educational context; Educational materials; Focus groups; Learner interpretation; Perception-based; Social hierarchy; Undergraduate students; Students","Conference paper","Final","","Scopus","2-s2.0-105043976827"
